0.151,0.145,0.01,1.231,0.212,0.137,0.811,1.278,0.408,0.187,0.759,1.11
0.139,0.033,0.003,0.147,0.19,0.061,0.464,0.939,0.203,0.094,0.327,1.04
0.615,0.048,0.128
0.411,0.224,0.944,0.363,0.073,0.341,0.07,0.149
0.292,0.451,0.485,0.783,0.078,0.172,0.352,0.992,0.094,0.363,1.041,0.604
0.082,0.099,0.355,0.893,0.266,0.561,1.512
0.264,0.144,0.063,0.23,0.326,0.35,0.208,0.216,0.115,0.048
0.575,0.331,0.073,6.38E-04,0.103,0.532,0.07,0.367,0.091,0.043,0.207
0.295,1.196,0.412,1.045
0.682,1.107,0.44,0.826
0.819,1.198,0.543,0.154,0.371
0.376,0.192,0.222,0.594,0.276,0.372,0.262,0.406
